176,4,2.6618
174,4,2.3808
188,4,2.3176
164,4,2.0567
159,4,1.8279
156,4,1.7955
180,4,1.7548
152,4,1.6499
187,4,1.6145
162,4,1.6029
166,4,1.5915
199,4,1.5847
161,4,1.5168
196,4,1.4656
198,4,1.4533
177,4,1.2576
173,4,1.2464
171,4,1.2302
163,4,1.2239
189,4,1.15
157,4,1.0547
192,4,1.0524
155,4,1.02
185,4,1.012
179,4,0.98834
160,4,0.96013
190,4,0.94866
194,4,0.82265
184,4,0.80528
153,4,0.79132
172,4,0.72268
168,4,0.70726
165,4,0.62266
178,4,0.47555
182,4,0.46658
195,4,0.29858
191,4,0.29106
17,1,0.20691
28,1,0.10207
151,4,0.079622
197,4,0.050133
44,1,-0.0092773
158,4,-0.02133
167,4,-0.045515
57,2,-0.078605
80,2,-0.091349
66,2,-0.19478
181,4,-0.20892
154,4,-0.21043
169,4,-0.21233
170,4,-0.21897
175,4,-0.22921
97,2,-0.34803
136,3,-0.36097
193,4,-0.36178
186,4,-0.36726
200,4,-0.40039
29,1,-0.44031
14,1,-0.4789
11,1,-0.54816
183,4,-0.57776
82,2,-0.58354
43,1,-0.62142
23,1,-0.6346
41,1,-0.65289
53,2,-0.67705
75,2,-0.70309
130,3,-0.71853
69,2,-0.72615
140,3,-0.75498
135,3,-0.76466
61,2,-0.77644
47,1,-0.77645
100,2,-0.77967
86,2,-0.78525
63,2,-0.79053
105,3,-0.7941
50,1,-0.79594
19,1,-0.8129
59,2,-0.81782
21,1,-0.81897
74,2,-0.81937
124,3,-0.82122
12,1,-0.82492
9,1,-0.84591
85,2,-0.84687
123,3,-0.88628
95,2,-0.91659
22,1,-0.9297
55,2,-0.94227
116,3,-0.94398
126,3,-0.97657
103,3,-0.99046
129,3,-1.0017
96,2,-1.0039
118,3,-1.0165
99,2,-1.0192
36,1,-1.0197
138,3,-1.0207
34,1,-1.0315
40,1,-1.0369
117,3,-1.0458
102,3,-1.048
64,2,-1.0499
93,2,-1.0504
67,2,-1.0532
142,3,-1.0656
147,3,-1.0687
133,3,-1.0723
42,1,-1.0821
78,2,-1.0862
127,3,-1.0864
121,3,-1.0919
141,3,-1.1051
132,3,-1.1126
20,1,-1.1148
148,3,-1.1161
27,1,-1.1162
73,2,-1.1162
48,1,-1.1188
56,2,-1.1289
62,2,-1.1301
134,3,-1.1302
52,2,-1.1314
39,1,-1.137
51,2,-1.138
114,3,-1.1383
32,1,-1.149
111,3,-1.158
70,2,-1.1633
79,2,-1.1787
150,3,-1.1814
4,1,-1.1913
98,2,-1.1945
2,1,-1.2098
26,1,-1.2269
87,2,-1.2293
45,1,-1.2452
6,1,-1.2473
60,2,-1.2594
125,3,-1.2621
71,2,-1.2679
33,1,-1.2782
106,3,-1.2826
35,1,-1.2829
139,3,-1.3066
92,2,-1.3068
58,2,-1.3072
7,1,-1.3199
119,3,-1.3247
113,3,-1.3267
72,2,-1.3315
104,3,-1.3375
107,3,-1.3388
109,3,-1.354
108,3,-1.3625
110,3,-1.3751
88,2,-1.3841
8,1,-1.3872
38,1,-1.398
146,3,-1.398
144,3,-1.4014
137,3,-1.4048
1,1,-1.4194
31,1,-1.4197
149,3,-1.4307
94,2,-1.4346
13,1,-1.452
131,3,-1.458
122,3,-1.4604
37,1,-1.4621
120,3,-1.4647
77,2,-1.4766
90,2,-1.477
46,1,-1.4786
83,2,-1.4793
49,1,-1.4865
25,1,-1.5006
18,1,-1.5024
145,3,-1.5065
81,2,-1.5161
3,1,-1.5293
10,1,-1.5592
30,1,-1.6142
65,2,-1.6267
112,3,-1.6284
115,3,-1.6329
143,3,-1.647
76,2,-1.6589
128,3,-1.7211
101,3,-1.7237
15,1,-1.7886
16,1,-1.7896
91,2,-1.8113
5,1,-1.8306
89,2,-1.8503
54,2,-1.8781
84,2,-1.8862
24,1,-1.8938
68,2,-2.2161
