57,2,NaN
108,3,4.6041
114,3,3.4221
129,3,3.2352
130,3,3.1714
122,3,3.062
148,3,2.9798
119,3,2.9713
142,3,2.4906
146,3,2.3246
105,3,2.0519
106,3,2.0131
145,3,1.9879
115,3,1.8616
109,3,1.8572
150,3,1.857
101,3,1.7479
141,3,1.7055
120,3,1.6633
133,3,1.6123
88,2,1.3605
134,3,1.3373
127,3,1.3258
121,3,1.2713
104,3,1.1419
128,3,1.0982
144,3,1.0184
111,3,0.99188
149,3,0.95393
138,3,0.92302
137,3,0.86607
125,3,0.74539
126,3,0.66674
116,3,0.621
66,2,0.59966
123,3,0.58377
118,3,0.5578
110,3,0.51819
136,3,0.50027
113,3,0.42241
143,3,0.41308
140,3,0.38897
135,3,0.38698
79,2,0.3868
112,3,0.36146
182,4,0.31667
103,3,0.27877
131,3,0.20596
117,3,0.19955
195,4,0.1898
102,3,0.17053
132,3,0.11158
39,1,0.10705
157,4,0.062897
20,1,0.053665
62,2,-0.11444
63,2,-0.12212
2,1,-0.1273
94,2,-0.15132
176,4,-0.15247
76,2,-0.15793
155,4,-0.28518
190,4,-0.28649
193,4,-0.36388
13,1,-0.42744
139,3,-0.44175
107,3,-0.44811
191,4,-0.45528
124,3,-0.46315
85,2,-0.47847
70,2,-0.54765
179,4,-0.5567
147,3,-0.56992
61,2,-0.5783
77,2,-0.58091
68,2,-0.60657
89,2,-0.61037
185,4,-0.62658
53,2,-0.63265
170,4,-0.65735
38,1,-0.66747
86,2,-0.66871
84,2,-0.67078
91,2,-0.68114
168,4,-0.74288
69,2,-0.77161
58,2,-0.78089
60,2,-0.78846
181,4,-0.80151
72,2,-0.81093
165,4,-0.81468
177,4,-0.8322
31,1,-0.86776
156,4,-0.93538
73,2,-0.94417
162,4,-0.97058
67,2,-0.9887
80,2,-0.99762
49,1,-1.0161
183,4,-1.0484
1,1,-1.055
51,2,-1.0589
158,4,-1.07
74,2,-1.0821
54,2,-1.0836
83,2,-1.0871
175,4,-1.099
18,1,-1.1059
200,4,-1.1117
52,2,-1.1435
172,4,-1.1606
41,1,-1.1724
22,1,-1.1807
65,2,-1.1819
187,4,-1.2015
92,2,-1.2034
99,2,-1.2067
46,1,-1.2125
90,2,-1.2183
71,2,-1.2614
188,4,-1.2615
160,4,-1.2644
50,1,-1.3007
56,2,-1.3278
197,4,-1.3811
192,4,-1.3855
45,1,-1.4065
25,1,-1.4118
96,2,-1.4211
44,1,-1.4347
9,1,-1.4413
97,2,-1.4517
98,2,-1.4681
161,4,-1.4692
8,1,-1.4747
34,1,-1.4772
59,2,-1.4933
153,4,-1.4991
93,2,-1.5089
7,1,-1.5312
75,2,-1.616
171,4,-1.6639
167,4,-1.6681
154,4,-1.6723
100,2,-1.7056
166,4,-1.7094
6,1,-1.7839
164,4,-1.7948
199,4,-1.7977
78,2,-1.8048
26,1,-1.8301
55,2,-1.8469
198,4,-1.8796
19,1,-1.8988
3,1,-1.9092
36,1,-1.927
173,4,-1.9631
152,4,-1.9933
163,4,-2.0092
47,1,-2.0212
14,1,-2.0748
174,4,-2.0927
169,4,-2.1237
81,2,-2.1304
151,4,-2.1976
35,1,-2.2083
11,1,-2.2453
17,1,-2.2566
21,1,-2.2827
5,1,-2.2922
16,1,-2.2992
95,2,-2.3503
10,1,-2.3987
196,4,-2.4584
64,2,-2.4757
189,4,-2.5016
24,1,-2.5153
178,4,-2.5249
33,1,-2.5469
12,1,-2.5772
82,2,-2.6017
43,1,-2.6174
180,4,-2.6474
40,1,-2.6674
29,1,-2.813
32,1,-2.9759
4,1,-3.0103
30,1,-3.0418
184,4,-3.0483
28,1,-3.0803
23,1,-3.3519
87,2,-3.4192
42,1,-3.4198
48,1,-3.4273
15,1,-3.4767
27,1,-3.5067
37,1,-3.7175
159,4,-3.9961
194,4,-4.027
186,4,-4.3469
