13,1,0.94325
35,1,0.83736
25,1,0.8213
31,1,0.64117
38,1,0.55529
3,1,0.5067
9,1,0.4563
20,1,0.33124
50,1,0.30314
41,1,0.27623
95,2,0.16994
18,1,0.15405
26,1,0.085854
14,1,0.020464
21,1,-0.049626
23,1,-0.10721
44,1,-0.10877
1,1,-0.12559
7,1,-0.17993
48,1,-0.19881
63,2,-0.21808
30,1,-0.21896
10,1,-0.22015
22,1,-0.28635
42,1,-0.32472
46,1,-0.33482
40,1,-0.35715
55,2,-0.35918
54,2,-0.36076
80,2,-0.36691
27,1,-0.38919
45,1,-0.39118
34,1,-0.39228
19,1,-0.41929
28,1,-0.44059
82,2,-0.45065
37,1,-0.45974
33,1,-0.466
29,1,-0.46635
103,3,-0.46884
186,4,-0.47359
96,2,-0.47515
15,1,-0.51312
11,1,-0.51502
183,4,-0.52005
8,1,-0.53373
87,2,-0.53482
47,1,-0.5387
67,2,-0.54183
5,1,-0.54183
43,1,-0.54558
24,1,-0.56554
32,1,-0.5665
170,4,-0.56664
2,1,-0.56833
90,2,-0.57144
4,1,-0.58292
181,4,-0.58441
39,1,-0.58744
6,1,-0.59125
193,4,-0.59149
60,2,-0.59209
175,4,-0.59345
121,3,-0.59455
167,4,-0.59525
12,1,-0.59602
109,3,-0.598
16,1,-0.60015
36,1,-0.60184
68,2,-0.6022
17,1,-0.60304
83,2,-0.60315
49,1,-0.60321
92,2,-0.60445
79,2,-0.60562
105,3,-0.60562
126,3,-0.60562
74,2,-0.60562
133,3,-0.60562
140,3,-0.60562
129,3,-0.60562
61,2,-0.60562
122,3,-0.60562
72,2,-0.60562
99,2,-0.60562
66,2,-0.60562
77,2,-0.60563
123,3,-0.60563
65,2,-0.60564
114,3,-0.60566
59,2,-0.60566
158,4,-0.60568
107,3,-0.60568
172,4,-0.60569
75,2,-0.60571
52,2,-0.60571
97,2,-0.60572
57,2,-0.60578
112,3,-0.60578
197,4,-0.60581
147,3,-0.60603
58,2,-0.60608
131,3,-0.60617
165,4,-0.60622
110,3,-0.60645
94,2,-0.6066
148,3,-0.60729
149,3,-0.60754
111,3,-0.60757
53,2,-0.60769
84,2,-0.60831
182,4,-0.60845
190,4,-0.60846
195,4,-0.60878
192,4,-0.61003
135,3,-0.61035
178,4,-0.61166
119,3,-0.61187
89,2,-0.61213
86,2,-0.61215
184,4,-0.61227
70,2,-0.61275
106,3,-0.61303
51,2,-0.61304
146,3,-0.61348
69,2,-0.61446
191,4,-0.61511
194,4,-0.61557
142,3,-0.61681
154,4,-0.61788
124,3,-0.61823
168,4,-0.61843
169,4,-0.6189
91,2,-0.61894
200,4,-0.61912
155,4,-0.6206
143,3,-0.62109
139,3,-0.62334
180,4,-0.62452
151,4,-0.62544
153,4,-0.62685
137,3,-0.62841
120,3,-0.62959
161,4,-0.63429
128,3,-0.63659
130,3,-0.64028
115,3,-0.64082
132,3,-0.64461
125,3,-0.6486
81,2,-0.6487
166,4,-0.65292
171,4,-0.65294
189,4,-0.65832
101,3,-0.66249
199,4,-0.66426
177,4,-0.66712
108,3,-0.6677
100,2,-0.67054
85,2,-0.67091
104,3,-0.67687
136,3,-0.67798
117,3,-0.67972
159,4,-0.68028
173,4,-0.68941
141,3,-0.69465
176,4,-0.69608
127,3,-0.70492
113,3,-0.70492
156,4,-0.71097
198,4,-0.71685
144,3,-0.72796
164,4,-0.72817
145,3,-0.74761
71,2,-0.75711
179,4,-0.76466
163,4,-0.77503
188,4,-0.77669
118,3,-0.77959
187,4,-0.78423
88,2,-0.79775
157,4,-0.80799
160,4,-0.84718
162,4,-0.9062
76,2,-0.93092
116,3,-0.9411
98,2,-0.94649
185,4,-0.96632
134,3,-0.99749
174,4,-1.0011
152,4,-1.004
150,3,-1.0045
138,3,-1.0211
196,4,-1.0331
62,2,-1.0332
93,2,-1.045
78,2,-1.0577
56,2,-1.0589
73,2,-1.0611
64,2,-1.0628
102,3,-1.1275
