174,4,1.6274
160,4,1.0689
169,4,0.95976
200,4,0.80453
129,3,0.79102
157,4,0.71874
152,4,0.65486
187,4,0.65256
163,4,0.50385
151,4,0.48578
52,2,0.46822
94,2,0.40797
155,4,0.37792
171,4,0.31671
176,4,0.30142
36,1,0.28346
194,4,0.24899
53,2,0.22939
196,4,0.22891
154,4,0.20942
177,4,0.13026
45,1,0.1138
180,4,0.11375
156,4,0.0667
66,2,0.052619
167,4,0.048697
198,4,0.044225
161,4,0.040784
140,3,0.0050208
168,4,-0.054274
199,4,-0.082691
193,4,-0.15541
131,3,-0.15767
186,4,-0.27761
17,1,-0.28267
179,4,-0.29487
46,1,-0.29553
136,3,-0.31665
189,4,-0.31769
173,4,-0.34852
153,4,-0.39085
175,4,-0.3969
57,2,-0.41451
195,4,-0.44
170,4,-0.44398
165,4,-0.45458
182,4,-0.46365
185,4,-0.4728
5,1,-0.49712
75,2,-0.53552
123,3,-0.55219
59,2,-0.56578
23,1,-0.5769
29,1,-0.59957
126,3,-0.61989
97,2,-0.6258
191,4,-0.64017
106,3,-0.6674
162,4,-0.68563
49,1,-0.70474
188,4,-0.70719
15,1,-0.73143
108,3,-0.74003
112,3,-0.75128
42,1,-0.75432
158,4,-0.75985
26,1,-0.76131
181,4,-0.79641
56,2,-0.80278
166,4,-0.80906
32,1,-0.81251
67,2,-0.821
159,4,-0.82333
184,4,-0.83068
77,2,-0.83984
62,2,-0.87262
19,1,-0.87327
11,1,-0.91721
30,1,-0.92996
28,1,-0.93337
68,2,-0.93425
190,4,-0.94018
24,1,-0.96308
141,3,-0.98123
119,3,-0.98989
63,2,-0.9952
21,1,-1.0128
44,1,-1.022
48,1,-1.0433
1,1,-1.0659
178,4,-1.0672
58,2,-1.0773
115,3,-1.0861
164,4,-1.0865
111,3,-1.0879
98,2,-1.0885
9,1,-1.1161
118,3,-1.1202
8,1,-1.1206
25,1,-1.124
33,1,-1.1309
183,4,-1.1505
125,3,-1.1623
64,2,-1.1746
96,2,-1.185
138,3,-1.1876
172,4,-1.1967
144,3,-1.2028
150,3,-1.2063
35,1,-1.2216
102,3,-1.2288
2,1,-1.2293
47,1,-1.2297
22,1,-1.2319
133,3,-1.2412
147,3,-1.2426
130,3,-1.2694
197,4,-1.2716
38,1,-1.2735
12,1,-1.2762
88,2,-1.285
10,1,-1.3057
121,3,-1.3136
61,2,-1.3158
80,2,-1.3307
43,1,-1.3327
92,2,-1.3422
7,1,-1.3556
85,2,-1.3659
117,3,-1.3722
87,2,-1.405
31,1,-1.4057
41,1,-1.4091
20,1,-1.4103
50,1,-1.4183
145,3,-1.4474
14,1,-1.4652
13,1,-1.4779
65,2,-1.4846
99,2,-1.4888
18,1,-1.4903
113,3,-1.5037
107,3,-1.506
132,3,-1.5241
39,1,-1.5299
143,3,-1.5371
110,3,-1.5431
27,1,-1.5483
71,2,-1.5573
40,1,-1.5595
149,3,-1.5636
3,1,-1.5725
55,2,-1.5764
134,3,-1.5921
116,3,-1.6029
4,1,-1.6116
89,2,-1.621
139,3,-1.6548
54,2,-1.6579
37,1,-1.6606
104,3,-1.7073
114,3,-1.7245
122,3,-1.7667
72,2,-1.7747
103,3,-1.7943
192,4,-1.7966
100,2,-1.8096
82,2,-1.8192
76,2,-1.8194
6,1,-1.8558
74,2,-1.8757
95,2,-1.8772
79,2,-1.9107
109,3,-1.9497
83,2,-1.9521
84,2,-1.9771
148,3,-1.9996
128,3,-2.0196
127,3,-2.021
34,1,-2.0325
135,3,-2.0646
101,3,-2.0828
120,3,-2.1874
69,2,-2.21
16,1,-2.2501
105,3,-2.3189
81,2,-2.325
91,2,-2.3589
60,2,-2.3726
93,2,-2.3931
137,3,-2.436
146,3,-2.4673
124,3,-2.5665
142,3,-2.6961
86,2,-2.7067
73,2,-3.1003
70,2,-3.1782
90,2,-3.2101
78,2,-3.2761
51,2,-4.4686
